name,success,CLOCK_CYCLES_1ST
451CA1L0AB1M1C1E,SUCCESS,266
451CA0L0AB0M0C0F,SUCCESS,186
451CA0L0AB0M1C0F,SUCCESS,213
451CA0L0AB1M0C0F,SUCCESS,213
451CA0L0AB1M1C0F,SUCCESS,266
451CA0L0AB0M0C1F,SUCCESS,212
451CA0L0AB0M1C1F,SUCCESS,239
451CA0L0AB1M0C1F,SUCCESS,239
451CA0L0AB1M1C1F,SUCCESS,292
451CA1L0AB0M0C1F,SUCCESS,188
451CA1L0AB0M1C1F,SUCCESS,215
451CA1L0AB1M0C1F,SUCCESS,215
451CA1L0AB1M1C1F,SUCCESS,269
468CA0L0AB0M0C0E,SUCCESS,193
468CA0L0AB0M1C0E,SUCCESS,221
468CA0L0AB1M0C0E,SUCCESS,221
468CA0L0AB1M1C0E,SUCCESS,276
468CA0L0AB0M0C1E,SUCCESS,220
468CA0L0AB0M1C1E,SUCCESS,248
468CA0L0AB1M0C1E,SUCCESS,248
468CA0L0AB1M1C1E,SUCCESS,303
468CA1L0AB0M0C1E,SUCCESS,193
468CA1L0AB0M1C1E,SUCCESS,221
468CA1L0AB1M0C1E,SUCCESS,221
468CA1L0AB1M1C1E,SUCCESS,276
468CA0L0AB0M0C0F,SUCCESS,193
468CA0L0AB0M1C0F,SUCCESS,221
468CA0L0AB1M0C0F,SUCCESS,221
468CA0L0AB1M1C0F,SUCCESS,276
468CA0L0AB0M0C1F,SUCCESS,220
468CA0L0AB0M1C1F,SUCCESS,248
468CA0L0AB1M0C1F,SUCCESS,248
468CA0L0AB1M1C1F,SUCCESS,303
468CA1L0AB0M0C1F,SUCCESS,195
468CA1L0AB0M1C1F,SUCCESS,223
468CA1L0AB1M0C1F,SUCCESS,223
468CA1L0AB1M1C1F,SUCCESS,279
485CA0L0AB0M0C0E,SUCCESS,200
485CA0L0AB0M1C0E,SUCCESS,229
485CA0L0AB1M0C0E,SUCCESS,229
485CA0L0AB1M1C0E,SUCCESS,286
485CA0L0AB0M0C1E,SUCCESS,228
485CA0L0AB0M1C1E,SUCCESS,257
485CA0L0AB1M0C1E,SUCCESS,257
485CA0L0AB1M1C1E,SUCCESS,314
485CA1L0AB0M0C1E,SUCCESS,200
485CA1L0AB0M1C1E,SUCCESS,229
485CA1L0AB1M0C1E,SUCCESS,229
485CA1L0AB1M1C1E,SUCCESS,286
485CA0L0AB0M0C0F,SUCCESS,200
485CA0L0AB0M1C0F,SUCCESS,229
485CA0L0AB1M0C0F,SUCCESS,229
485CA0L0AB1M1C0F,SUCCESS,286
485CA0L0AB0M0C1F,SUCCESS,228
485CA0L0AB0M1C1F,SUCCESS,257
485CA0L0AB1M0C1F,SUCCESS,257
485CA0L0AB1M1C1F,SUCCESS,314
485CA1L0AB0M0C1F,SUCCESS,202
485CA1L0AB0M1C1F,SUCCESS,231
485CA1L0AB1M0C1F,SUCCESS,231
485CA1L0AB1M1C1F,SUCCESS,289
502CA0L0AB0M0C0E,SUCCESS,207
502CA0L0AB0M1C0E,SUCCESS,237
502CA0L0AB1M0C0E,SUCCESS,237
502CA0L0AB1M1C0E,SUCCESS,296
502CA0L0AB0M0C1E,SUCCESS,236
502CA0L0AB0M1C1E,SUCCESS,266
502CA0L0AB1M0C1E,SUCCESS,266
502CA0L0AB1M1C1E,SUCCESS,325
502CA1L0AB0M0C1E,SUCCESS,207
502CA1L0AB0M1C1E,SUCCESS,237
502CA1L0AB1M0C1E,SUCCESS,237
502CA1L0AB1M1C1E,SUCCESS,296
502CA0L0AB0M0C0F,SUCCESS,207
502CA0L0AB0M1C0F,SUCCESS,237
502CA0L0AB1M0C0F,SUCCESS,237
502CA0L0AB1M1C0F,SUCCESS,296
502CA0L0AB0M0C1F,SUCCESS,236
502CA0L0AB0M1C1F,SUCCESS,266
502CA0L0AB1M0C1F,SUCCESS,266
502CA0L0AB1M1C1F,SUCCESS,325
502CA1L0AB0M0C1F,SUCCESS,209
502CA1L0AB0M1C1F,SUCCESS,239
502CA1L0AB1M0C1F,SUCCESS,239
502CA1L0AB1M1C1F,SUCCESS,299
519CA0L0AB0M0C0E,SUCCESS,214
519CA0L0AB0M1C0E,SUCCESS,245
519CA0L0AB1M0C0E,SUCCESS,245
519CA0L0AB1M1C0E,SUCCESS,306
519CA0L0AB0M0C1E,SUCCESS,244
519CA0L0AB0M1C1E,SUCCESS,275
519CA0L0AB1M0C1E,SUCCESS,275
519CA0L0AB1M1C1E,SUCCESS,336
519CA1L0AB0M0C1E,SUCCESS,214
519CA1L0AB0M1C1E,SUCCESS,245
519CA1L0AB1M0C1E,SUCCESS,245
519CA1L0AB1M1C1E,SUCCESS,306
519CA0L0AB0M0C0F,SUCCESS,214
519CA0L0AB0M1C0F,SUCCESS,245
519CA0L0AB1M0C0F,SUCCESS,245
519CA0L0AB1M1C0F,SUCCESS,306
519CA0L0AB0M0C1F,SUCCESS,244
519CA0L0AB0M1C1F,SUCCESS,275
519CA0L0AB1M0C1F,SUCCESS,275
519CA0L0AB1M1C1F,SUCCESS,336
519CA1L0AB0M0C1F,SUCCESS,216
519CA1L0AB0M1C1F,SUCCESS,247
519CA1L0AB1M0C1F,SUCCESS,247
519CA1L0AB1M1C1F,SUCCESS,309
536CA0L0AB0M0C0E,SUCCESS,221
536CA0L0AB0M1C0E,SUCCESS,253
536CA0L0AB1M0C0E,SUCCESS,253
256CA0L0AB1M1C0F,SUCCESS,156
256CA0L0AB0M0C1F,SUCCESS,124
256CA0L0AB0M1C1F,SUCCESS,140
256CA0L0AB1M0C1F,SUCCESS,140
256CA0L0AB1M1C1F,SUCCESS,171
256CA1L0AB0M0C1F,SUCCESS,111
256CA1L0AB0M1C1F,SUCCESS,127
256CA1L0AB1M0C1F,SUCCESS,127
256CA1L0AB1M1C1F,SUCCESS,159
512CA0L0AB0M0C0E,SUCCESS,214
512CA0L0AB0M1C0E,SUCCESS,245
512CA0L0AB1M0C0E,SUCCESS,245
512CA0L0AB1M1C0E,SUCCESS,306
512CA0L0AB0M0C1E,SUCCESS,244
512CA0L0AB0M1C1E,SUCCESS,275
512CA0L0AB1M0C1E,SUCCESS,275
512CA0L0AB1M1C1E,SUCCESS,336
512CA1L0AB0M0C1E,SUCCESS,214
512CA1L0AB0M1C1E,SUCCESS,245
512CA1L0AB1M0C1E,SUCCESS,245
512CA1L0AB1M1C1E,SUCCESS,306
512CA0L0AB0M0C0F,SUCCESS,214
512CA0L0AB0M1C0F,SUCCESS,245
512CA0L0AB1M0C0F,SUCCESS,245
512CA0L0AB1M1C0F,SUCCESS,306
512CA0L0AB0M0C1F,SUCCESS,244
512CA0L0AB0M1C1F,SUCCESS,275
512CA0L0AB1M0C1F,SUCCESS,275
512CA0L0AB1M1C1F,SUCCESS,336
512CA1L0AB0M0C1F,SUCCESS,216
512CA1L0AB0M1C1F,SUCCESS,247
512CA1L0AB1M0C1F,SUCCESS,247
512CA1L0AB1M1C1F,SUCCESS,309
1024CA0L0AB0M0C0E,SUCCESS,424
1024CA0L0AB0M1C0E,SUCCESS,485
1024CA0L0AB1M0C0E,SUCCESS,485
1024CA0L0AB1M1C0E,SUCCESS,606
1024CA0L0AB0M0C1E,SUCCESS,484
1024CA0L0AB0M1C1E,SUCCESS,545
1024CA0L0AB1M0C1E,SUCCESS,545
1024CA0L0AB1M1C1E,SUCCESS,666
1024CA1L0AB0M0C1E,SUCCESS,424
1024CA1L0AB0M1C1E,SUCCESS,485
1024CA1L0AB1M0C1E,SUCCESS,485
1024CA1L0AB1M1C1E,SUCCESS,606
1024CA0L0AB0M0C0F,SUCCESS,424
1024CA0L0AB0M1C0F,SUCCESS,485
1024CA0L0AB1M0C0F,SUCCESS,485
1024CA0L0AB1M1C0F,SUCCESS,606
1024CA0L0AB0M0C1F,SUCCESS,484
1024CA0L0AB0M1C1F,SUCCESS,545
1024CA0L0AB1M0C1F,SUCCESS,545
1024CA0L0AB1M1C1F,SUCCESS,666
1024CA1L0AB0M0C1F,SUCCESS,426
1024CA1L0AB0M1C1F,SUCCESS,487
1024CA1L0AB1M0C1F,SUCCESS,487
1024CA1L0AB1M1C1F,SUCCESS,609
2048CA0L0AB0M0C0E,SUCCESS,844
2048CA0L0AB0M1C0E,SUCCESS,965
2048CA0L0AB1M0C0E,SUCCESS,965
2048CA0L0AB1M1C0E,SUCCESS,1206
2048CA0L0AB0M0C1E,SUCCESS,964
2048CA0L0AB0M1C1E,SUCCESS,1085
2048CA0L0AB1M0C1E,SUCCESS,1085
2048CA0L0AB1M1C1E,SUCCESS,1326
2048CA1L0AB0M0C1E,SUCCESS,844
2048CA1L0AB0M1C1E,SUCCESS,965
2048CA1L0AB1M0C1E,SUCCESS,965
2048CA1L0AB1M1C1E,SUCCESS,1206
2048CA0L0AB0M0C0F,SUCCESS,844
2048CA0L0AB0M1C0F,SUCCESS,965
2048CA0L0AB1M0C0F,SUCCESS,965
2048CA0L0AB1M1C0F,SUCCESS,1206
2048CA0L0AB0M0C1F,SUCCESS,964
2048CA0L0AB0M1C1F,SUCCESS,1085
2048CA0L0AB1M0C1F,SUCCESS,1085
2048CA0L0AB1M1C1F,SUCCESS,1326
2048CA1L0AB0M0C1F,SUCCESS,846
2048CA1L0AB0M1C1F,SUCCESS,967
2048CA1L0AB1M0C1F,SUCCESS,967
2048CA1L0AB1M1C1F,SUCCESS,1209
4096CA0L0AB0M0C0E,SUCCESS,1691
4096CA0L0AB0M1C0E,SUCCESS,1933
4096CA0L0AB1M0C0E,SUCCESS,1933
4096CA0L0AB1M1C0E,SUCCESS,2416
4096CA0L0AB0M0C1E,SUCCESS,1932
4096CA0L0AB0M1C1E,SUCCESS,2174
4096CA0L0AB1M0C1E,SUCCESS,2174
4096CA0L0AB1M1C1E,SUCCESS,2657
4096CA1L0AB0M0C1E,SUCCESS,1692
4096CA1L0AB0M1C1E,SUCCESS,1934
4096CA1L0AB1M0C1E,SUCCESS,1934
4096CA1L0AB1M1C1E,SUCCESS,2417
4096CA0L0AB0M0C0F,SUCCESS,1691
4096CA0L0AB0M1C0F,SUCCESS,1933
4096CA0L0AB1M0C0F,SUCCESS,1933
4096CA0L0AB1M1C0F,SUCCESS,2416
4096CA0L0AB0M0C1F,SUCCESS,1932
4096CA0L0AB0M1C1F,SUCCESS,2174
4096CA0L0AB1M0C1F,SUCCESS,2174
4096CA0L0AB1M1C1F,SUCCESS,2657
4096CA1L0AB0M0C1F,SUCCESS,1693
4096CA1L0AB0M1C1F,SUCCESS,1935
4096CA1L0AB1M0C1F,SUCCESS,1935
4096CA1L0AB1M1C1F,SUCCESS,2419
536CA0L0AB1M1C0E,SUCCESS,316
536CA0L0AB0M0C1E,SUCCESS,252
536CA0L0AB0M1C1E,SUCCESS,284
536CA0L0AB1M0C1E,SUCCESS,284
536CA0L0AB1M1C1E,SUCCESS,347
536CA1L0AB0M0C1E,SUCCESS,221
536CA1L0AB0M1C1E,SUCCESS,253
536CA1L0AB1M0C1E,SUCCESS,253
536CA1L0AB1M1C1E,SUCCESS,316
536CA0L0AB0M0C0F,SUCCESS,221
536CA0L0AB0M1C0F,SUCCESS,253
536CA0L0AB1M0C0F,SUCCESS,253
536CA0L0AB1M1C0F,SUCCESS,316
536CA0L0AB0M0C1F,SUCCESS,252
536CA0L0AB0M1C1F,SUCCESS,284
536CA0L0AB1M0C1F,SUCCESS,284
536CA0L0AB1M1C1F,SUCCESS,347
536CA1L0AB0M0C1F,SUCCESS,223
536CA1L0AB0M1C1F,SUCCESS,255
536CA1L0AB1M0C1F,SUCCESS,255
536CA1L0AB1M1C1F,SUCCESS,319
553CA0L0AB0M0C0E,SUCCESS,228
553CA0L0AB0M1C0E,SUCCESS,261
553CA0L0AB1M0C0E,SUCCESS,261
553CA0L0AB1M1C0E,SUCCESS,326
553CA0L0AB0M0C1E,SUCCESS,260
553CA0L0AB0M1C1E,SUCCESS,293
553CA0L0AB1M0C1E,SUCCESS,293
553CA0L0AB1M1C1E,SUCCESS,358
553CA1L0AB0M0C1E,SUCCESS,228
553CA1L0AB0M1C1E,SUCCESS,261
553CA1L0AB1M0C1E,SUCCESS,261
553CA1L0AB1M1C1E,SUCCESS,326
553CA0L0AB0M0C0F,SUCCESS,228
553CA0L0AB0M1C0F,SUCCESS,261
553CA0L0AB1M0C0F,SUCCESS,261
553CA0L0AB1M1C0F,SUCCESS,326
553CA0L0AB0M0C1F,SUCCESS,260
553CA0L0AB0M1C1F,SUCCESS,293
553CA0L0AB1M0C1F,SUCCESS,293
553CA0L0AB1M1C1F,SUCCESS,358
553CA1L0AB0M0C1F,SUCCESS,230
553CA1L0AB0M1C1F,SUCCESS,263
553CA1L0AB1M0C1F,SUCCESS,263
553CA1L0AB1M1C1F,SUCCESS,329
570CA0L0AB0M0C0E,SUCCESS,235
570CA0L0AB0M1C0E,SUCCESS,269
570CA0L0AB1M0C0E,SUCCESS,269
570CA0L0AB1M1C0E,SUCCESS,336
570CA0L0AB0M0C1E,SUCCESS,268
570CA0L0AB0M1C1E,SUCCESS,302
570CA0L0AB1M0C1E,SUCCESS,302
570CA0L0AB1M1C1E,SUCCESS,369
570CA1L0AB0M0C1E,SUCCESS,235
570CA1L0AB0M1C1E,SUCCESS,269
570CA1L0AB1M0C1E,SUCCESS,269
570CA1L0AB1M1C1E,SUCCESS,336
570CA0L0AB0M0C0F,SUCCESS,235
570CA0L0AB0M1C0F,SUCCESS,269
570CA0L0AB1M0C0F,SUCCESS,269
570CA0L0AB1M1C0F,SUCCESS,336
570CA0L0AB0M0C1F,SUCCESS,268
570CA0L0AB0M1C1F,SUCCESS,302
570CA0L0AB1M0C1F,SUCCESS,302
570CA0L0AB1M1C1F,SUCCESS,369
570CA1L0AB0M0C1F,SUCCESS,237
570CA1L0AB0M1C1F,SUCCESS,271
570CA1L0AB1M0C1F,SUCCESS,271
570CA1L0AB1M1C1F,SUCCESS,339
587CA0L0AB0M0C0E,SUCCESS,242
587CA0L0AB0M1C0E,SUCCESS,277
587CA0L0AB1M0C0E,SUCCESS,277
587CA0L0AB1M1C0E,SUCCESS,346
587CA0L0AB0M0C1E,SUCCESS,276
587CA0L0AB0M1C1E,SUCCESS,311
587CA0L0AB1M0C1E,SUCCESS,311
587CA0L0AB1M1C1E,SUCCESS,380
587CA1L0AB0M0C1E,SUCCESS,242
587CA1L0AB0M1C1E,SUCCESS,277
587CA1L0AB1M0C1E,SUCCESS,277
587CA1L0AB1M1C1E,SUCCESS,346
587CA0L0AB0M0C0F,SUCCESS,242
587CA0L0AB0M1C0F,SUCCESS,277
587CA0L0AB1M0C0F,SUCCESS,277
587CA0L0AB1M1C0F,SUCCESS,346
587CA0L0AB0M0C1F,SUCCESS,276
587CA0L0AB0M1C1F,SUCCESS,311
587CA0L0AB1M0C1F,SUCCESS,311
587CA0L0AB1M1C1F,SUCCESS,380
587CA1L0AB0M0C1F,SUCCESS,244
587CA1L0AB0M1C1F,SUCCESS,279
587CA1L0AB1M0C1F,SUCCESS,279
587CA1L0AB1M1C1F,SUCCESS,349
604CA0L0AB0M0C0E,SUCCESS,249
604CA0L0AB0M1C0E,SUCCESS,285
604CA0L0AB1M0C0E,SUCCESS,285
604CA0L0AB1M1C0E,SUCCESS,356
604CA0L0AB0M0C1E,SUCCESS,284
604CA0L0AB0M1C1E,SUCCESS,320
604CA0L0AB1M0C1E,SUCCESS,320
604CA0L0AB1M1C1E,SUCCESS,391
604CA1L0AB0M0C1E,SUCCESS,249
604CA1L0AB0M1C1E,SUCCESS,285
604CA1L0AB1M0C1E,SUCCESS,285
604CA1L0AB1M1C1E,SUCCESS,356
604CA0L0AB0M0C0F,SUCCESS,249
604CA0L0AB0M1C0F,SUCCESS,285
604CA0L0AB1M0C0F,SUCCESS,285
604CA0L0AB1M1C0F,SUCCESS,356
604CA0L0AB0M0C1F,SUCCESS,284
604CA0L0AB0M1C1F,SUCCESS,320
604CA0L0AB1M0C1F,SUCCESS,320
604CA0L0AB1M1C1F,SUCCESS,391
604CA1L0AB0M0C1F,SUCCESS,251
604CA1L0AB0M1C1F,SUCCESS,287
604CA1L0AB1M0C1F,SUCCESS,287
604CA1L0AB1M1C1F,SUCCESS,359
621CA0L0AB0M0C0E,SUCCESS,256
621CA0L0AB0M1C0E,SUCCESS,293
621CA0L0AB1M0C0E,SUCCESS,293
621CA0L0AB1M1C0E,SUCCESS,366
621CA0L0AB0M0C1E,SUCCESS,292
621CA0L0AB0M1C1E,SUCCESS,329
621CA0L0AB1M0C1E,SUCCESS,329
621CA0L0AB1M1C1E,SUCCESS,402
621CA1L0AB0M0C1E,SUCCESS,256
621CA1L0AB0M1C1E,SUCCESS,293
621CA1L0AB1M0C1E,SUCCESS,293
621CA1L0AB1M1C1E,SUCCESS,366
621CA0L0AB0M0C0F,SUCCESS,256
621CA0L0AB0M1C0F,SUCCESS,293
621CA0L0AB1M0C0F,SUCCESS,293
621CA0L0AB1M1C0F,SUCCESS,366
621CA0L0AB0M0C1F,SUCCESS,292
621CA0L0AB0M1C1F,SUCCESS,329
621CA0L0AB1M0C1F,SUCCESS,329
621CA0L0AB1M1C1F,SUCCESS,402
621CA1L0AB0M0C1F,SUCCESS,258
621CA1L0AB0M1C1F,SUCCESS,295
621CA1L0AB1M0C1F,SUCCESS,295
621CA1L0AB1M1C1F,SUCCESS,369
638CA0L0AB0M0C0E,SUCCESS,263
638CA0L0AB0M1C0E,SUCCESS,301
638CA0L0AB1M0C0E,SUCCESS,301
638CA0L0AB1M1C0E,SUCCESS,376
638CA0L0AB0M0C1E,SUCCESS,300
638CA0L0AB0M1C1E,SUCCESS,338
638CA0L0AB1M0C1E,SUCCESS,338
638CA0L0AB1M1C1E,SUCCESS,413
638CA1L0AB0M0C1E,SUCCESS,263
638CA1L0AB0M1C1E,SUCCESS,301
638CA1L0AB1M0C1E,SUCCESS,301
638CA1L0AB1M1C1E,SUCCESS,376
638CA0L0AB0M0C0F,SUCCESS,263
638CA0L0AB0M1C0F,SUCCESS,301
638CA0L0AB1M0C0F,SUCCESS,301
638CA0L0AB1M1C0F,SUCCESS,376
638CA0L0AB0M0C1F,SUCCESS,300
638CA0L0AB0M1C1F,SUCCESS,338
638CA0L0AB1M0C1F,SUCCESS,338
638CA0L0AB1M1C1F,SUCCESS,413
638CA1L0AB0M0C1F,SUCCESS,265
638CA1L0AB0M1C1F,SUCCESS,303
638CA1L0AB1M0C1F,SUCCESS,303
638CA1L0AB1M1C1F,SUCCESS,379
655CA0L0AB0M0C0E,SUCCESS,270
655CA0L0AB0M1C0E,SUCCESS,309
655CA0L0AB1M0C0E,SUCCESS,309
655CA0L0AB1M1C0E,SUCCESS,386
655CA0L0AB0M0C1E,SUCCESS,308
655CA0L0AB0M1C1E,SUCCESS,347
655CA0L0AB1M0C1E,SUCCESS,347
655CA0L0AB1M1C1E,SUCCESS,424
655CA1L0AB0M0C1E,SUCCESS,270
655CA1L0AB0M1C1E,SUCCESS,309
655CA1L0AB1M0C1E,SUCCESS,309
655CA1L0AB1M1C1E,SUCCESS,386
655CA0L0AB0M0C0F,SUCCESS,270
655CA0L0AB0M1C0F,SUCCESS,309
655CA0L0AB1M0C0F,SUCCESS,309
655CA0L0AB1M1C0F,SUCCESS,386
655CA0L0AB0M0C1F,SUCCESS,308
655CA0L0AB0M1C1F,SUCCESS,347
655CA0L0AB1M0C1F,SUCCESS,347
655CA0L0AB1M1C1F,SUCCESS,424
655CA1L0AB0M0C1F,SUCCESS,272
655CA1L0AB0M1C1F,SUCCESS,311
655CA1L0AB1M0C1F,SUCCESS,311
655CA1L0AB1M1C1F,SUCCESS,389
672CA0L0AB0M0C0E,SUCCESS,277
672CA0L0AB0M1C0E,SUCCESS,317
672CA0L0AB1M0C0E,SUCCESS,317
672CA0L0AB1M1C0E,SUCCESS,396
672CA0L0AB0M0C1E,SUCCESS,316
672CA0L0AB0M1C1E,SUCCESS,356
672CA0L0AB1M0C1E,SUCCESS,356
672CA0L0AB1M1C1E,SUCCESS,435
672CA1L0AB0M0C1E,SUCCESS,277
672CA1L0AB0M1C1E,SUCCESS,317
672CA1L0AB1M0C1E,SUCCESS,317
672CA1L0AB1M1C1E,SUCCESS,396
672CA0L0AB0M0C0F,SUCCESS,277
672CA0L0AB0M1C0F,SUCCESS,317
672CA0L0AB1M0C0F,SUCCESS,317
672CA0L0AB1M1C0F,SUCCESS,396
672CA0L0AB0M0C1F,SUCCESS,316
672CA0L0AB0M1C1F,SUCCESS,356
672CA0L0AB1M0C1F,SUCCESS,356
672CA0L0AB1M1C1F,SUCCESS,435
672CA1L0AB0M0C1F,SUCCESS,279
672CA1L0AB0M1C1F,SUCCESS,319
672CA1L0AB1M0C1F,SUCCESS,319
672CA1L0AB1M1C1F,SUCCESS,399
689CA0L0AB0M0C0E,SUCCESS,284
689CA0L0AB0M1C0E,SUCCESS,325
689CA0L0AB1M0C0E,SUCCESS,325
689CA0L0AB1M1C0E,SUCCESS,406
689CA0L0AB0M0C1E,SUCCESS,324
689CA0L0AB0M1C1E,SUCCESS,365
689CA0L0AB1M0C1E,SUCCESS,365
689CA0L0AB1M1C1E,SUCCESS,446
689CA1L0AB0M0C1E,SUCCESS,284
689CA1L0AB0M1C1E,SUCCESS,325
689CA1L0AB1M0C1E,SUCCESS,325
689CA1L0AB1M1C1E,SUCCESS,406
689CA0L0AB0M0C0F,SUCCESS,284
689CA0L0AB0M1C0F,SUCCESS,325
689CA0L0AB1M0C0F,SUCCESS,325
689CA0L0AB1M1C0F,SUCCESS,406
689CA0L0AB0M0C1F,SUCCESS,324
689CA0L0AB0M1C1F,SUCCESS,365
689CA0L0AB1M0C1F,SUCCESS,365
689CA0L0AB1M1C1F,SUCCESS,446
689CA1L0AB0M0C1F,SUCCESS,286
689CA1L0AB0M1C1F,SUCCESS,327
689CA1L0AB1M0C1F,SUCCESS,327
689CA1L0AB1M1C1F,SUCCESS,409
706CA0L0AB0M0C0E,SUCCESS,291
706CA0L0AB0M1C0E,SUCCESS,333
706CA0L0AB1M0C0E,SUCCESS,333
706CA0L0AB1M1C0E,SUCCESS,416
706CA0L0AB0M0C1E,SUCCESS,332
706CA0L0AB0M1C1E,SUCCESS,374
706CA0L0AB1M0C1E,SUCCESS,374
706CA0L0AB1M1C1E,SUCCESS,457
706CA1L0AB0M0C1E,SUCCESS,291
706CA1L0AB0M1C1E,SUCCESS,333
706CA1L0AB1M0C1E,SUCCESS,333
706CA1L0AB1M1C1E,SUCCESS,416
706CA0L0AB0M0C0F,SUCCESS,291
706CA0L0AB0M1C0F,SUCCESS,333
706CA0L0AB1M0C0F,SUCCESS,333
706CA0L0AB1M1C0F,SUCCESS,416
706CA0L0AB0M0C1F,SUCCESS,332
706CA0L0AB0M1C1F,SUCCESS,374
706CA0L0AB1M0C1F,SUCCESS,374
706CA0L0AB1M1C1F,SUCCESS,457
706CA1L0AB0M0C1F,SUCCESS,293
706CA1L0AB0M1C1F,SUCCESS,335
